season_year,season,island,measure,seasonal_total,mean_monthly,sd_monthly,n,se_monthly
2025,Winter,Isthmus,Rec Visitors Ashore,1593,265.5,187.16276339058473,6,76.40887819269871
2025,Winter,San Miguel,Overnight Stays,21,3.5,8.573214099741124,6,3.5000000000000004
2025,Winter,San Miguel,Rec Overnight Boats,297,49.5,45.728546882664006,6,18.668601090244195
2025,Winter,San Miguel,Rec Visitors Ashore,72,12,29.393876913398138,6,12.000000000000002
2025,Winter,San Miguel,Rec Visitors on Boats,0,0,0,6,0
2025,Winter,Santa Barbara,Overnight Stays,24,4,8.854377448471462,6,3.614784456460256
2025,Winter,Santa Barbara,Rec Overnight Boats,640,106.66666666666666,126.1343199397637,6,51.494120484230486
2025,Winter,Santa Barbara,Rec Visitors Ashore,0,0,0,6,0
2025,Winter,Santa Barbara,Rec Visitors on Boats,0,0,0,6,0
2025,Winter,Santa Cruz,Overnight Stays,13143,2190.5,1217.9015970102018,6,497.2062449326236
2025,Winter,Santa Cruz,Rec Overnight Boats,696,116,134.82729693945512,6,55.04301348339619
2025,Winter,Santa Cruz,Rec Visitors Ashore,22190,3698.3333333333335,1223.4493314668437,6,499.47109804049506
2025,Winter,Santa Cruz,Rec Visitors on Boats,283,47.16666666666667,65.25156447677455,6,26.638839647735743
2025,Winter,Santa Rosa,Overnight Stays,2157,359.5,382.5769203702701,6,156.18637371209223
2025,Winter,Santa Rosa,Rec Overnight Boats,434,72.33333333333333,39.64677372330145,6,16.185727594945423
2025,Winter,Santa Rosa,Rec Visitors Ashore,1498,249.66666666666669,255.11618268284485,6,104.150745449938
2025,Winter,Santa Rosa,Rec Visitors on Boats,5916,986,2125.4222168783313,6,867.6999865544927
